Date,Kathmandu_temperature_2m,Kathmandu_relative_humidity_2m,Kathmandu_precipitation,Kathmandu_rain,Kathmandu_pressure_msl,Kathmandu_wind_speed_10m,Dhading_temperature_2m,Dhading_relative_humidity_2m,Dhading_precipitation,Dhading_rain,Dhading_pressure_msl,Dhading_wind_speed_10m,Kavre_temperature_2m,Kavre_relative_humidity_2m,Kavre_precipitation,Kavre_rain,Kavre_pressure_msl,Kavre_wind_speed_10m,Sarlahi_temperature_2m,Sarlahi_relative_humidity_2m,Sarlahi_precipitation,Sarlahi_rain,Sarlahi_pressure_msl,Sarlahi_wind_speed_10m
2022-01-11,11.353667,76.1851,0.0,0.0,1016.41254,3.65497,15.347584,57.41037,0.0,0.0,1016.1042,2.9121459,9.259,79.64666,0.029166667,0.029166667,1016.76666,4.0931897,17.184584,85.29286,0.0,0.0,1014.7292,4.9971213
2022-01-12,8.9453335,83.46349,0.26666668,0.26666668,1016.9041,3.7889488,13.226749,77.25651,0.1375,0.1375,1016.75415,3.6797326,7.223583,80.136284,0.19166666,0.17083333,1017.5708,3.6946373,14.984584,88.35681,0.21666665,0.21666665,1015.6375,7.2822185
2022-01-13,8.353667,78.53412,0.0,0.0,1016.67084,4.0470243,11.791333,72.32375,0.0,0.0,1017.0083,2.9438133,6.1860833,80.9616,0.0,0.0,1016.9875,4.5397525,13.83875,84.27561,0.0,0.0,1016.1875,5.2120185
2022-01-14,9.084916,82.6263,0.0,0.0,1017.12085,3.957923,13.083,65.51177,0.0,0.0,1017.4792,2.7707698,7.2277503,83.17713,0.0,0.0,1017.44165,4.084765,13.255417,80.3158,0.0,0.0,1016.9041,5.6563015
2022-01-15,8.126583,86.50134,0.0125,0.0125,1017.7583,4.7497983,12.783,65.26867,0.0,0.0,1018.0125,3.1460116,6.6089997,79.59443,0.008333334,0.008333334,1017.85834,3.6926286,12.9325,80.32729,0.0,0.0,1017.5959,7.826939
2022-01-16,9.7161665,70.64922,0.0,0.0,1019.1333,3.959426,13.168416,55.82005,0.0,0.0,1019.5833,3.1726496,7.559,77.54601,0.0,0.0,1019.52496,4.283218,12.686667,88.40595,0.0,0.0,1019.04584,6.876489
2022-01-17,11.270333,71.43334,0.0,0.0,1019.35004,4.0804543,13.649667,60.04691,0.0,0.0,1019.60834,2.6852343,9.1715,64.255104,0.0,0.0,1019.8125,5.0703034,12.455417,88.1287,0.0,0.0,1019.1792,6.829506
2022-01-18,11.103667,62.53778,0.0,0.0,1016.48334,4.1131673,12.797584,59.06978,0.0,0.0,1016.52496,3.1353064,8.942333,63.680115,0.0375,0.0375,1016.89166,4.921263,11.834583,90.33863,0.0,0.0,1016.3125,6.1399407
2022-01-19,10.645333,64.88151,0.0,0.0,1014.12085,4.4353795,12.780917,60.73157,0.0,0.0,1014.05835,2.8692682,9.000667,61.283337,0.0,0.0,1014.2583,4.3416123,12.615833,89.44736,0.0,0.0,1013.75415,7.197571
2022-01-20,8.6953335,79.76778,0.0625,0.0625,1012.4917,3.9624975,12.912167,71.3843,0.008333334,0.008333334,1012.3542,2.703828,6.8589997,77.320076,0.029166667,0.029166667,1012.8667,3.7671044,13.68875,88.426704,0.016666668,0.016666668,1011.82916,4.3127885
2022-01-21,7.6078334,89.27059,0.054166663,0.054166663,1013.2375,2.8579233,12.183,74.94477,0.004166667,0.004166667,1013.2209,3.0713139,5.800667,87.2288,0.104166664,0.104166664,1013.5833,4.0518994,13.8075,82.88204,0.0,0.0,1011.9292,5.9364777
2022-01-22,8.428666,80.704124,0.0375,0.0375,1011.7791,3.8424537,12.833,68.36316,0.016666668,0.016666668,1011.7791,2.5950384,6.9527497,76.47329,0.025,0.025,1011.9375,4.3081417,15.322083,74.18704,0.004166667,0.004166667,1010.78754,5.9617457
2022-01-23,8.897416,81.921295,0.033333335,0.033333335,1012.6042,3.550748,12.9705,78.84043,0.10833333,0.10833333,1012.77496,3.7717936,6.71525,84.61944,0.0375,0.0375,1013.16254,4.207128,15.007501,80.70813,0.004166667,0.004166667,1012.10834,10.183895
2022-01-24,7.666167,84.08426,0.004166667,0.004166667,1013.175,3.0991585,11.830916,70.488014,0.054166663,0.054166663,1013.3042,3.215648,5.9194164,82.12293,0.0,0.0,1013.3542,4.39308,15.349167,76.55315,0.0,0.0,1012.1042,5.8955936
2022-01-25,8.36825,82.65708,0.10833334,0.10833334,1013.16254,2.4680448,12.503833,77.7459,0.020833334,0.020833334,1013.3958,2.7802248,6.4319167,82.4735,0.0125,0.0125,1013.45416,4.847051,14.761666,86.21591,0.09583333,0.09583333,1012.95,4.543366
2022-01-26,7.372417,83.51742,0.075,0.075,1014.05835,4.058656,11.283,88.03573,0.29166666,0.29166666,1014.5291,2.7866135,3.7965,83.15705,0.020833334,0.020833334,1014.0708,7.3541913,12.695,85.93942,0.004166667,0.004166667,1014.2166,7.160332
2022-01-27,6.434917,82.85483,0.025,0.025,1014.4167,5.231966,10.660083,79.66198,0.0125,0.0125,1014.71246,3.4470403,3.9902499,82.217384,0.025,0.025,1014.3,5.6830916,12.22,78.87653,0.0,0.0,1014.3542,8.682374
2022-01-28,7.4849167,76.3124,0.0,0.0,1015.55,4.2475247,9.987166,73.94775,0.0,0.0,1016.07916,3.6855478,5.2423334,78.09599,0.0,0.0,1015.7791,3.5981896,11.897083,82.39261,0.0,0.0,1016.18335,7.12204
2022-01-29,8.0911665,82.13969,0.0,0.0,1013.99585,5.1247783,11.841332,72.294975,0.0,0.0,1014.39996,3.555209,6.1381664,81.602455,0.0,0.0,1013.9875,4.7440667,12.009583,83.116356,0.0,0.0,1014.6333,6.3394513
2022-01-30,9.6953335,84.646965,0.041666668,0.041666668,1011.44165,3.7781956,13.022583,78.96122,0.004166667,0.004166667,1011.8625,4.2575564,6.80275,84.74671,0.008333334,0.008333334,1012.12915,5.8384743,12.309583,85.33785,0.0,0.0,1012.1875,4.6284976
2022-01-31,9.7495,84.01816,0.025,0.025,1011.93335,4.204291,13.068417,86.33175,0.16666667,0.16666667,1012.2375,3.176523,6.7610836,82.91241,0.0,0.0,1011.8333,5.8778815,13.203334,81.924644,0.0,0.0,1011.55835,4.7045655
2022-02-01,7.114084,81.99283,0.058333334,0.058333334,1010.05,6.069793,11.070499,86.375206,0.14999999,0.14999999,1010.42084,2.7612903,5.6548333,81.020996,0.037499998,0.037499998,1010.075,5.290307,13.2825,79.59428,0.004166667,0.004166667,1009.72504,7.116359
2022-02-02,8.347417,85.195625,0.016666668,0.016666668,1013.92084,4.6731944,12.930917,77.365715,0.0125,0.0125,1014.21246,3.437926,6.219417,83.021225,0.0,0.0,1014.3333,5.8722777,14.136666,76.764854,0.0,0.0,1013.8542,9.104002
2022-02-03,9.6995,80.421745,0.8041666,0.7,1012.9375,6.338318,13.616333,78.86516,0.68333334,0.68333334,1012.7917,3.1808136,7.813167,77.916306,0.475,0.42916667,1013.6667,4.882684,16.253334,68.216606,0.49166664,0.49166664,1012.0083,12.646675
2022-02-04,7.001583,87.25791,1.1750001,1.0583334,1011.3958,4.8201537,9.828834,89.04455,2.1708333,2.1708333,1012.375,3.7258942,4.792333,90.747345,0.91249996,0.73333335,1012.06665,2.911334,14.303333,78.24734,0.6041667,0.6041667,1010.56665,13.87387
2022-02-05,5.720333,84.46484,0.045833334,0.045833334,1013.5291,4.712869,8.974667,74.00156,0.0125,0.0125,1013.86255,3.8904688,3.5652502,82.91126,0.029166669,0.029166669,1013.5833,3.8934438,12.853333,84.016075,0.13333334,0.13333334,1013.0959,4.026831
2022-02-06,7.737,81.04365,0.0,0.0,1015.6042,5.436663,11.233001,68.66503,0.0,0.0,1016.14996,3.1855135,5.8423333,79.72246,0.0,0.0,1015.7791,3.877835,13.17625,84.49598,0.0,0.0,1015.9666,5.1520224
2022-02-07,9.959916,81.749275,0.0,0.0,1014.6958,4.874803,12.98925,76.5111,0.016666668,0.016666668,1014.9709,3.6391087,7.7590003,84.290245,0.0,0.0,1014.68335,4.012243,13.574166,85.130135,0.0,0.0,1014.96246,5.9536786
2022-02-08,8.9245,84.927055,0.004166667,0.004166667,1014.5291,5.863067,12.507999,80.01376,0.033333335,0.033333335,1014.8208,3.27765,7.1548333,79.33249,0.0,0.0,1014.3833,5.2052093,13.380417,87.478546,0.0,0.0,1014.4458,6.676967
2022-02-09,9.301583,75.266464,0.10833334,0.10833334,1016.0291,5.0036187,12.92675,79.4294,0.31666666,0.31666666,1016.2708,3.5647962,7.4673333,70.6971,0.020833334,0.020833334,1015.8875,5.2016215,15.030417,81.77212,0.0,0.0,1014.7292,6.023565
2022-02-10,9.58075,72.86503,0.045833334,0.045833334,1014.51666,5.1317925,13.603833,65.51964,0.029166667,0.029166667,1014.51666,3.9283965,7.1110835,74.02607,0.033333335,0.033333335,1014.29584,5.1440263,15.690834,80.51797,0.0,0.0,1013.56665,7.9773846
2022-02-11,8.114083,78.68874,0.17083333,0.17083333,1013.2417,4.6320186,12.158,72.37002,0.104166664,0.104166664,1013.5208,3.7497265,6.281917,78.9204,0.112500004,0.112500004,1013.425,4.409785,14.30125,81.78947,0.0,0.0,1013.3208,8.145588
2022-02-12,9.816167,76.20646,0.0,0.0,1014.02496,4.97063,13.043416,65.94553,0.0,0.0,1014.45,3.212468,7.754833,81.02178,0.0,0.0,1014.2166,5.2389507,14.290833,85.12914,0.0,0.0,1014.05,4.9440966
2022-02-13,9.4661665,83.97061,0.0,0.0,1013.9375,5.334872,13.980916,69.61805,0.0,0.0,1014.1958,3.395126,7.675667,81.09356,0.0,0.0,1013.93335,5.2610703,14.645,82.616035,0.0,0.0,1013.49585,4.588859
2022-02-14,10.957833,80.60311,0.0,0.0,1013.9458,4.6516156,14.810082,68.92603,0.0,0.0,1014.0417,2.908931,8.369416,84.99474,0.0,0.0,1014.17084,5.5318294,15.497083,78.861824,0.0,0.0,1013.2375,4.8303704
2022-02-15,11.420334,75.89272,0.008333334,0.008333334,1012.49585,4.426228,14.418416,68.16369,0.004166667,0.004166667,1012.4666,3.500703,8.606916,80.8473,0.029166667,0.029166667,1012.7166,4.9606247,15.892917,76.357666,0.0,0.0,1011.55835,6.0188003
2022-02-16,10.9995,71.647896,0.0625,0.0625,1010.18335,5.3430448,14.382999,66.804665,0.0,0.0,1010.17084,3.7350256,8.411083,73.87133,0.029166669,0.029166669,1010.2292,4.5972247,16.22,78.00294,0.0,0.0,1009.21246,6.312714
2022-02-17,11.145333,67.86274,0.0,0.0,1010.72504,5.6156526,14.445499,64.7147,0.0,0.0,1010.6792,3.5986025,8.511084,74.43284,0.033333335,0.033333335,1010.8875,4.4374804,15.999167,80.865746,0.0,0.0,1009.9917,7.4577622
2022-02-18,11.062,76.706024,0.020833334,0.020833334,1012.30835,4.498307,15.476749,71.34109,0.0,0.0,1012.1167,3.897174,8.8215,80.37247,0.020833334,0.020833334,1012.45416,4.7504764,16.097084,80.19059,0.0,0.0,1011.6541,6.168324
2022-02-19,10.4036665,72.58333,0.0,0.0,1010.54584,5.3037295,14.83925,71.27173,0.020833334,0.020833334,1010.44165,3.5674741,8.169416,76.71146,0.004166667,0.004166667,1010.6167,5.2340093,15.58875,75.121025,0.0,0.0,1009.5625,9.259644
2022-02-20,7.997417,80.806206,0.0,0.0,1008.18335,4.686689,11.695499,80.97001,0.23333333,0.23333333,1008.52496,3.6529276,5.8423333,76.521454,0.033333335,0.033333335,1008.78754,4.5961013,14.811667,73.15829,0.016666668,0.016666668,1006.9583,6.908476
2022-02-21,8.532833,78.27335,0.037499998,0.037499998,1010.85004,4.6324453,12.0205,65.57257,0.016666668,0.016666668,1010.7083,3.8258667,6.3465,77.36454,0.041666668,0.041666668,1011.53754,4.3259478,15.992917,65.88594,0.0,0.0,1009.77496,8.013307
2022-02-22,9.982833,79.982445,0.020833334,0.020833334,1017.0417,4.018912,13.6455,66.002396,0.008333334,0.008333334,1016.8833,3.306996,7.488167,83.56828,0.008333334,0.008333334,1017.3958,5.246212,16.378334,71.20869,0.0,0.0,1015.9292,8.668111
2022-02-23,12.2474165,75.16468,0.0,0.0,1018.1042,4.712236,15.447583,65.351746,0.0,0.0,1017.8,3.5389986,10.194417,74.9548,0.0125,0.0125,1018.125,4.801492,18.06375,63.88266,0.0,0.0,1016.4292,6.3051143
2022-02-24,13.2786665,72.039795,0.025,0.025,1017.5291,3.795061,15.866333,67.77486,0.09166667,0.09166667,1017.0417,2.9952958,10.615251,77.19036,0.025,0.025,1017.94165,4.3696165,19.799168,63.2532,0.0,0.0,1015.2708,9.620633
2022-02-25,10.1640835,84.12107,0.27083334,0.27083334,1018.8,3.3304389,13.58925,77.45827,0.26250002,0.26250002,1018.575,3.4220479,8.131917,82.723976,0.025,0.025,1019.03754,4.986284,17.82625,74.783806,0.17500001,0.17500001,1016.4084,8.204848
2022-02-26,12.3495,65.30854,0.008333334,0.008333334,1019.2,4.715449,15.222584,61.308914,0.004166667,0.004166667,1018.7583,3.6867907,9.573583,69.49384,0.0125,0.0125,1019.3833,5.1176763,18.065834,71.736244,0.008333334,0.008333334,1016.9041,6.6343017
2022-02-27,13.368251,60.098576,0.016666668,0.016666668,1016.5625,4.6003637,15.668416,58.600803,0.016666668,0.016666668,1015.9292,2.8891532,10.506917,61.76388,0.0,0.0,1016.7708,5.2113304,18.342916,75.418724,0.0,0.0,1014.1667,6.2169623
2022-02-28,13.251583,65.430145,0.0,0.0,1015.7625,5.9251328,16.574667,56.07205,0.0,0.0,1015.08746,4.181661,10.8965,69.21133,0.0,0.0,1015.91254,4.1738358,18.211668,70.03302,0.0,0.0,1014.0083,7.1759896
2022-03-01,13.4974165,65.70582,0.0,0.0,1017.26666,4.0157166,16.541334,61.28363,0.008333334,0.008333334,1016.68335,3.2153537,10.502749,74.11626,0.0,0.0,1017.62085,4.646365,18.180418,67.4833,0.0,0.0,1015.45416,6.7323613
2022-03-02,13.714084,66.52101,0.12916666,0.12916666,1016.8208,5.0850153,17.845499,59.4453,0.020833334,0.020833334,1016.2417,2.8752987,11.134,70.852844,0.008333334,0.008333334,1017.04584,5.2297945,18.749166,72.51012,0.0,0.0,1014.70416,6.7183056
2022-03-03,14.1849165,68.37884,0.016666668,0.016666668,1016.42084,4.160505,17.430918,67.88008,0.0,0.0,1015.8958,3.2121232,11.448583,76.73367,0.05,0.05,1016.5708,5.722299,19.272083,72.97469,0.0,0.0,1013.9709,8.373391
2022-03-04,13.9661665,63.506287,0.0,0.0,1013.8459,5.642424,16.993418,64.16032,0.0,0.0,1013.1042,3.8901427,11.992333,60.43831,0.0,0.0,1013.9917,6.0578504,19.830416,65.14181,0.0,0.0,1011.27496,10.678345
2022-03-05,14.4349165,63.499737,0.0,0.0,1013.2417,5.4775796,17.828833,56.055454,0.0,0.0,1012.5291,3.8308773,12.509,68.28587,0.0,0.0,1013.7,4.6541333,19.699167,66.41552,0.0,0.0,1011.20416,7.2656994
2022-03-06,15.595333,69.6929,0.0,0.0,1015.8667,4.3851194,20.003832,52.819195,0.0,0.0,1014.9709,2.6768143,13.81525,74.5033,0.0,0.0,1016.17084,4.535534,20.765833,68.729576,0.0,0.0,1013.325,5.8860745
2022-03-07,17.434916,64.907455,0.0,0.0,1015.6875,3.4546216,20.510084,54.65204,0.0,0.0,1014.7583,3.2084246,15.206917,65.549995,0.0,0.0,1016.3,5.1752725,21.624166,72.25889,0.0,0.0,1012.54584,6.9495673
2022-03-08,18.059916,57.54887,0.016666668,0.016666668,1013.46246,3.3777084,21.110083,47.873707,0.0,0.0,1012.45416,2.989693,15.867333,56.786983,0.004166667,0.004166667,1014.0708,4.745877,22.459585,66.48624,0.0,0.0,1010.5291,6.8875146
2022-03-09,17.689083,58.90445,0.0,0.0,1013.31665,3.6188757,20.758,47.446774,0.0,0.0,1012.1958,3.2305381,15.31525,66.48831,0.0,0.0,1013.87915,4.7922535,22.38875,67.6829,0.0,0.0,1010.48334,5.873911
2022-03-10,16.789083,66.350334,0.045833334,0.045833334,1013.50415,3.6130168,20.462166,52.53452,0.0,0.0,1012.2417,3.8535373,15.167333,65.89859,0.0,0.0,1013.83746,4.914073,23.063751,64.40371,0.0,0.0,1010.16254,5.848227
2022-03-11,16.6245,63.600674,0.0,0.0,1012.625,3.8584,21.08925,48.56818,0.0,0.0,1011.26666,2.7015543,15.031917,63.888668,0.004166667,0.004166667,1012.9084,4.488676,22.78875,63.435837,0.0,0.0,1009.2625,6.853743
2022-03-12,17.616167,57.56255,0.0125,0.0125,1012.29584,4.092449,21.1455,48.963787,0.0,0.0,1011.00415,2.7819374,15.652749,59.54423,0.0,0.0,1012.68335,4.7573733,23.280418,66.025475,0.0,0.0,1008.9875,6.421791
2022-03-13,18.526583,56.093643,0.0,0.0,1013.05,4.640135,21.824667,48.4185,0.0,0.0,1011.79584,2.9425886,16.486084,62.34,0.0,0.0,1013.5417,4.5477853,24.019999,61.064198,0.0,0.0,1009.7583,7.626112
2022-03-14,19.6495,61.089508,0.0,0.0,1012.16254,3.8950064,22.668417,51.905514,0.0,0.0,1010.8833,3.1594336,17.244417,65.95075,0.0,0.0,1012.75,4.9034877,24.092918,59.60333,0.0,0.0,1008.79584,7.350971
2022-03-15,20.189083,63.495365,0.0,0.0,1009.0916,4.0647507,23.193415,56.034588,0.0,0.0,1007.6375,3.881131,17.6215,67.96786,0.0,0.0,1009.58746,4.8767405,24.961668,63.395725,0.0,0.0,1005.5708,6.490301
2022-03-16,18.762,74.6354,0.09166667,0.09166667,1009.10834,4.0335712,23.043417,64.01237,0.0875,0.0875,1007.49585,2.9758272,17.359,72.15755,0.016666668,0.016666668,1009.7834,3.9118738,25.995,61.059505,0.0,0.0,1005.175,5.9573445
2022-03-17,20.064083,65.24883,0.0,0.0,1011.23334,4.6617017,23.976751,56.59996,0.0,0.0,1009.5291,3.0574567,18.134,64.48345,0.0,0.0,1012.0417,5.3427243,27.292917,54.763363,0.0,0.0,1006.8667,7.7584114
2022-03-18,21.334917,65.73726,0.0,0.0,1010.80835,4.7693505,24.593416,55.693115,0.0,0.0,1008.87085,3.7677839,19.129833,68.4379,0.0,0.0,1011.3459,4.80693,27.772085,60.549637,0.0,0.0,1006.12085,6.4388013
2022-03-19,21.572416,60.814022,0.0,0.0,1008.1167,5.063354,25.293417,51.597942,0.0,0.0,1006.2417,4.17567,19.20275,66.92067,0.025,0.025,1008.64166,4.2520304,27.563751,62.46948,0.0,0.0,1003.7917,7.3577685
2022-03-20,21.2745,57.894367,0.0,0.0,1007.625,4.8969054,24.830917,52.26457,0.0,0.0,1005.8042,4.367661,18.713167,63.5273,0.029166669,0.029166669,1008.12915,5.103969,27.249168,60.26701,0.0,0.0,1003.5208,8.655132
2022-03-21,20.176584,58.014187,0.05,0.05,1009.05,4.721972,23.955917,51.409363,0.0,0.0,1007.2166,3.7611935,17.875666,62.702168,0.0,0.0,1009.425,5.205601,27.459585,61.00052,0.016666668,0.016666668,1004.66254,8.127023
2022-03-22,19.245333,67.81863,0.05,0.05,1010.17084,4.474483,22.651749,63.620808,0.11249999,0.11249999,1008.6167,3.8438103,17.450666,69.08202,0.004166667,0.004166667,1010.5542,3.5556738,27.486666,59.074005,0.025,0.025,1005.85834,8.587649
2022-03-23,17.20575,82.32647,0.29999998,0.29999998,1010.1375,4.074347,22.626749,68.39263,0.0125,0.0125,1008.5,3.5455217,15.188167,82.04681,0.7,0.7,1010.91254,4.206753,26.399168,56.669662,0.008333334,0.008333334,1005.2917,8.325591
2022-03-24,16.982834,75.30923,0.083333336,0.083333336,1008.4917,5.3421903,21.699667,71.804886,0.074999996,0.074999996,1007.1541,3.8292043,16.267332,64.77978,0.058333337,0.058333337,1008.75,5.053124,26.2575,54.41065,0.0,0.0,1003.5417,8.349252
2022-03-25,19.297417,52.87903,0.0,0.0,1008.0417,5.8477473,22.460083,52.96078,0.0,0.0,1006.49585,4.27461,17.531916,46.41138,0.008333334,0.008333334,1008.30835,6.1666245,26.292917,46.303085,0.0,0.0,1003.875,9.423145
2022-03-26,19.470333,55.957836,0.0,0.0,1009.1167,5.827329,23.178833,51.61879,0.0,0.0,1007.4917,4.013061,17.823584,53.619476,0.004166667,0.004166667,1009.9375,4.916616,25.449167,46.5007,0.0,0.0,1005.7791,7.363354
2022-03-27,19.512,61.240585,0.0,0.0,1011.75415,4.685787,24.685083,51.435238,0.0,0.0,1009.8625,3.8774707,17.686083,59.31589,0.0,0.0,1012.42084,5.01708,26.830416,47.204014,0.0,0.0,1008.08746,10.3349
2022-03-28,19.359917,71.56038,0.0,0.0,1010.4375,4.253898,25.287165,53.6575,0.0,0.0,1008.30835,3.469774,17.40275,70.77246,0.0,0.0,1011.05,2.691826,28.340834,52.2757,0.0,0.0,1006.3459,9.9272585
2022-03-29,19.478666,79.58901,0.07083333,0.07083333,1009.7292,3.2306879,24.220499,70.36939,0.125,0.125,1007.9292,3.9224322,17.6715,76.76287,0.004166667,0.004166667,1010.0,2.341276,27.461668,62.032444,0.004166667,0.004166667,1006.19165,12.753265
2022-03-30,18.18075,93.25463,0.5791667,0.5791667,1011.28754,2.032912,21.16425,90.77947,1.225,1.225,1010.06665,3.2392976,16.567333,91.00526,0.53333336,0.53333336,1011.55,1.7404265,27.46375,60.268208,0.0,0.0,1007.4292,12.903819
2022-03-31,17.59325,93.62295,0.47916666,0.47916666,1010.8625,2.5658305,21.135084,89.0908,0.45833334,0.45833334,1009.45,2.6429684,15.888167,93.5711,0.9583333,0.9583333,1011.04584,2.7961648,25.978334,74.3221,0.0625,0.0625,1006.94165,9.555921
2022-04-01,19.722418,83.76307,0.24166667,0.24166667,1010.68335,4.5742893,23.493416,82.133965,0.0625,0.0625,1009.0291,3.132738,18.167334,81.68527,0.23750001,0.23750001,1010.78754,3.0024776,27.959585,66.48327,0.0,0.0,1006.72504,9.246512
2022-04-02,18.097418,91.44763,0.22500001,0.22500001,1013.96246,2.711912,21.803833,87.848885,0.27083334,0.27083334,1012.56665,3.2576,16.375666,89.94815,0.38333333,0.38333333,1014.1333,3.269613,27.549166,67.7066,0.033333335,0.033333335,1009.6125,12.667657
2022-04-03,19.11825,80.177505,0.09166667,0.09166667,1010.9167,4.552956,22.782999,79.11857,0.11666667,0.11666667,1009.3958,3.7474916,17.29025,78.8989,0.016666668,0.016666668,1010.95,4.126415,26.849167,73.00403,0.11666667,0.11666667,1006.83746,8.418865
2022-04-04,20.566166,70.586586,0.045833334,0.045833334,1011.3958,4.7614055,24.580917,64.7089,0.008333334,0.008333334,1009.5833,3.1026018,18.338167,74.457085,0.041666668,0.041666668,1011.91254,3.4463756,27.984583,65.122284,0.0,0.0,1007.3125,8.817494
2022-04-05,20.557833,68.246796,0.0375,0.0375,1013.7417,4.4219394,24.124666,65.35494,0.033333335,0.033333335,1011.8667,4.003723,18.392334,71.73699,0.05,0.05,1014.1584,3.8535688,28.805418,59.585186,0.0,0.0,1009.20416,9.930397
2022-04-06,20.887,68.70904,0.0,0.0,1013.57916,4.728741,25.199667,59.530148,0.004166667,0.004166667,1011.6042,3.1913602,18.46525,72.5151,0.05,0.05,1014.14166,3.6398525,29.047083,60.687958,0.0,0.0,1009.68335,11.086741
2022-04-07,18.984917,83.00272,0.116666675,0.116666675,1013.8875,3.6068852,22.964249,77.67321,0.016666668,0.016666668,1012.44165,4.52902,16.948584,83.70174,0.09583333,0.09583333,1014.3125,3.3571062,27.680418,64.952995,0.008333334,0.008333334,1009.76666,12.220105
2022-04-08,19.212,79.79897,0.045833334,0.045833334,1011.53754,3.8143718,23.060083,73.01461,0.125,0.125,1009.7375,3.1121187,17.063166,80.90318,0.3708333,0.3708333,1011.82916,3.3210459,28.359583,61.965515,0.029166667,0.029166667,1007.31665,11.181393
2022-04-09,18.495333,83.01088,0.18333334,0.18333334,1010.7791,4.3659067,21.720499,83.085884,0.625,0.625,1009.47504,3.963725,16.669416,82.52117,0.25416666,0.25416666,1011.10004,3.873478,27.953333,60.180313,0.008333334,0.008333334,1006.37085,12.827
2022-04-10,18.64325,81.79841,0.05416667,0.05416667,1009.10004,3.9872348,22.164251,80.40299,0.11249999,0.11249999,1007.75415,3.3915508,16.992334,80.32813,0.033333335,0.033333335,1009.18335,3.027016,26.045,67.3592,0.15833333,0.15833333,1005.4917,11.544151
